S. No.,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Severity,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location,Hotspot
14466,5572214,HN374869,5/30/07 7:45 PM,094XX S DR MARTIN LUTHER KING JR DR,810,THEFT,OVER $500,High,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,633,6,9,49,6,1180576,1842371,2007,04/15/2016 08:55:02 AM,41.72272118,-87.61416516,"(41.72272118, -87.614165159)",Yes
14467,5572215,HN371449,5/29/07 10:10 AM,016XX S HOMAN AVE,501A,BATTERY,ANIMAL ABUSE/NEGLECT,Low,APARTMENT,FALSE,FALSE,1021,10,24,29,26,1153968,1891668,2007,04/15/2016 08:55:02 AM,41.85856801,-87.71031928,"(41.858568011, -87.710319284)",No
14468,5572216,HN375064,5/28/07 7:00 PM,072XX S CALUMET AVE,2820,BATTERY,TELEPHONE THREAT,Low,RESIDENCE,FALSE,FALSE,323,3,6,69,26,1179733,1856997,2007,04/15/2016 08:55:02 AM,41.76287592,-87.61680687,"(41.762875916, -87.616806866)",No
14469,5572218,HN379588,6/2/07 12:31 AM,087XX S COLFAX AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,Low,APARTMENT,FALSE,FALSE,423,4,7,46,08B,1195007,1847512,2007,04/15/2016 08:55:02 AM,41.73648556,-87.56113803,"(41.736485559, -87.561138025)",No
14470,5572219,HN378869,6/1/07 5:10 PM,051XX S LUNA AVE,620,BURGLARY,UNLAWFUL ENTRY,Low,RESIDENCE-GARAGE,FALSE,FALSE,814,8,23,56,5,1140233,1869928,2007,04/15/2016 08:55:02 AM,41.79917255,-87.76126765,"(41.799172547, -87.761267648)",No
14471,5572220,HN379350,6/1/07 5:10 PM,037XX N CALIFORNIA AVE,460,BATTERY,SIMPLE,Low,OTHER,FALSE,FALSE,1733,17,33,16,08B,1157050,1924733,2007,04/15/2016 08:55:02 AM,41.94923928,-87.69810756,"(41.949239279, -87.698107558)",No
14472,5572223,HN375258,5/30/07 8:00 PM,085XX S WALLACE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,High,RESIDENCE,FALSE,FALSE,622,6,21,71,14,1173795,1848195,2007,04/15/2016 08:55:02 AM,41.73885579,-87.63883095,"(41.738855792, -87.638830945)",Yes
14473,5572225,HN375462,5/31/07 3:55 AM,077XX S ABERDEEN ST,554,ASSAULT,AGG PO HANDS NO/MIN INJURY,Medium,STREET,TRUE,FALSE,612,6,17,71,08A,1170322,1853584,2007,04/15/2016 08:55:02 AM,41.75372014,-87.65139884,"(41.753720143, -87.65139884)",Yes
14474,5572228,HN375490,5/31/07 4:18 AM,001XX W 79TH ST,850,THEFT,ATTEMPT THEFT,Low,GROCERY FOOD STORE,TRUE,FALSE,623,6,17,69,6,1176766,1852607,2007,04/15/2016 08:55:02 AM,41.75089655,-87.62781331,"(41.75089655, -87.627813307)",No
14475,5572229,HN378342,6/1/07 1:30 PM,079XX S CICERO AVE,890,THEFT,FROM BUILDING,Medium,SMALL RETAIL STORE,FALSE,FALSE,834,8,13,70,6,1145804,1851400,2007,04/15/2016 08:55:02 AM,41.74822501,-87.74130485,"(41.748225008, -87.741304854)",No
14476,5572230,HN378470,6/1/07 2:58 PM,048XX W RICE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),High,STREET,TRUE,FALSE,1531,15,37,25,18,1143864,1905216,2007,04/15/2016 08:55:02 AM,41.8959406,-87.74706821,"(41.895940595, -87.74706821)",Yes
14477,5572231,HN378997,6/1/07 6:45 PM,028XX W MONTROSE AVE,460,BATTERY,SIMPLE,Low,STREET,TRUE,FALSE,1724,17,33,14,08B,1156834,1929108,2007,04/15/2016 08:55:02 AM,41.96124894,-87.69878247,"(41.961248936, -87.698782465)",No
14478,5572232,HN379110,6/1/07 7:16 PM,025XX W 23RD ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,High,OTHER RAILROAD PROP / TRAIN DEPOT,TRUE,FALSE,1034,10,28,31,14,1159932,1888653,2007,04/15/2016 08:55:02 AM,41.8501737,-87.68851059,"(41.850173697, -87.688510593)",Yes
14479,5572233,HN380108,5/25/07 9:00 PM,047XX S INGLESIDE AVE,2825,BATTERY,HARASSMENT BY TELEPHONE,Low,APARTMENT,FALSE,FALSE,2124,2,4,39,26,1183417,1873658,2007,04/15/2016 08:55:02 AM,41.80851016,-87.60278568,"(41.808510159, -87.602785675)",No
14480,5572234,HN375575,5/31/07 3:00 AM,078XX S WINCHESTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,High,STREET,FALSE,FALSE,611,6,18,71,14,1164720,1852684,2007,04/15/2016 08:55:02 AM,41.75137043,-87.6719536,"(41.751370427, -87.671953601)",Yes
14481,5572239,HN378721,6/1/07 2:45 PM,040XX N RICHMOND ST,460,BATTERY,SIMPLE,Low,SIDEWALK,FALSE,FALSE,1724,17,33,16,08B,1155998,1926656,2007,04/15/2016 08:55:02 AM,41.95453745,-87.70192248,"(41.954537445, -87.701922484)",No
14482,5572240,HN377476,6/1/07 1:28 AM,005XX E 60TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,High,APARTMENT,FALSE,FALSE,313,3,20,42,14,1181068,1865353,2007,04/15/2016 08:55:02 AM,41.78577498,-87.61165691,"(41.785774983, -87.611656908)",Yes
14483,5572241,HN375607,5/27/07 12:00 PM,005XX W 87TH ST,820,THEFT,$500 AND UNDER,Low,RESIDENCE,FALSE,FALSE,622,6,21,71,6,1174053,1847217,2007,04/15/2016 08:55:02 AM,41.73616631,-87.63791464,"(41.736166314, -87.637914641)",No
14484,5572242,HN378130,6/1/07 11:50 AM,066XX S EVANS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,High,APARTMENT,FALSE,FALSE,321,3,20,42,14,1182359,1861195,2007,04/15/2016 08:55:02 AM,41.77433521,-87.6070523,"(41.774335213, -87.6070523)",Yes
14485,5572244,HN374401,5/30/07 4:26 PM,050XX W CHICAGO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),High,ALLEY,TRUE,FALSE,1531,15,28,25,18,1142769,1904852,2007,04/15/2016 08:55:02 AM,41.8949622,-87.75109904,"(41.894962198, -87.751099036)",Yes
14486,5572245,HN378071,6/1/07 11:45 AM,044XX N KEDZIE AVE,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,High,ALLEY,FALSE,FALSE,1724,17,33,14,04B,1154255,1929224,2007,04/15/2016 08:55:02 AM,41.96161926,-87.70826118,"(41.961619263, -87.708261182)",Yes
14487,5572246,HN379312,5/29/07 8:00 AM,054XX S MELVINA AVE,890,THEFT,FROM BUILDING,Medium,RESIDENCE,FALSE,FALSE,811,8,23,56,6,1135962,1867943,2007,04/15/2016 08:55:02 AM,41.79380229,-87.77697788,"(41.793802289, -87.776977878)",No
14488,5572248,HN379238,6/1/07 8:45 PM,073XX S RIDGELAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,High,APARTMENT,FALSE,FALSE,324,3,8,43,14,1189144,1856721,2007,04/15/2016 08:55:02 AM,41.76189825,-87.58232326,"(41.761898254, -87.582323261)",Yes
14489,5572249,HN375694,5/30/07 3:00 PM,088XX S WABASH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,High,RESIDENCE-GARAGE,FALSE,FALSE,632,6,6,44,14,1178257,1846421,2007,04/15/2016 08:55:02 AM,41.73388774,-87.62253683,"(41.733887743, -87.622536831)",Yes
14490,5572250,HN376994,5/31/07 7:30 PM,046XX W ADAMS ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,Low,RESIDENCE,FALSE,TRUE,1113,11,28,25,08B,1145423,1898720,2007,04/15/2016 08:55:02 AM,41.87808544,-87.74150682,"(41.878085444, -87.741506816)",No
14491,5572251,HN377613,6/1/07 6:37 AM,069XX S EBERHART AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,High,STREET,FALSE,FALSE,322,3,6,69,14,1180779,1859012,2007,04/15/2016 08:55:02 AM,41.76838131,-87.61291128,"(41.768381311, -87.612911277)",Yes
14492,5572252,HN374886,5/30/07 8:19 PM,051XX W LAKE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,Medium,CTA PLATFORM,TRUE,FALSE,1532,15,28,25,18,1141954,1901990,2007,04/15/2016 08:55:02 AM,41.88712366,-87.7541633,"(41.887123664, -87.754163303)",Yes
14493,5572253,HN378068,6/1/07 11:30 AM,035XX N KOSTNER AVE,460,BATTERY,SIMPLE,Low,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1731,17,30,16,08B,1146426,1923123,2007,04/15/2016 08:55:02 AM,41.94503073,-87.73720123,"(41.945030728, -87.737201232)",No
14494,5572254,HN375923,5/31/07 10:15 AM,012XX W 87TH ST,810,THEFT,OVER $500,High,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,613,6,21,71,6,1169697,1847095,2007,04/15/2016 08:55:02 AM,41.73592701,-87.65387701,"(41.735927007, -87.653877012)",Yes
14495,5572255,HN377224,5/31/07 10:17 PM,040XX W ADAMS ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,Low,RESIDENCE,FALSE,TRUE,1115,11,28,26,08B,1149574,1898707,2007,04/15/2016 08:55:02 AM,41.87797021,-87.72626552,"(41.877970212, -87.726265516)",No
14496,5572256,HN376073,5/31/07 11:55 AM,080XX S GREEN ST,880,THEFT,PURSE-SNATCHING,Medium,STREET,FALSE,FALSE,621,6,21,71,6,1172038,1851463,2007,04/15/2016 08:55:02 AM,41.74786235,-87.64517248,"(41.747862348, -87.645172481)",No
14497,5572261,HN376990,5/31/07 7:30 PM,063XX S EBERHART AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,High,STREET,FALSE,FALSE,312,3,20,42,14,1180667,1863155,2007,04/15/2016 08:55:02 AM,41.77975269,-87.61319464,"(41.779752688, -87.613194644)",Yes
14498,5572262,HN376189,5/30/07 12:00 PM,093XX S STATE ST,460,BATTERY,SIMPLE,Low,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,634,6,6,49,08B,1177935,1843140,2007,04/15/2016 08:55:02 AM,41.72489155,-87.62381556,"(41.724891553, -87.623815557)",No
14499,5572263,HN309143,4/27/07 8:15 PM,008XX N RIDGEWAY AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),High,SIDEWALK,TRUE,FALSE,1112,11,27,23,18,1151234,1905327,2007,04/15/2016 08:55:02 AM,41.89610381,-87.71999662,"(41.896103806, -87.719996616)",Yes
14500,5572266,HN376229,5/31/07 11:45 AM,006XX E 85TH ST,484,BATTERY,PRO EMP HANDS NO/MIN INJURY,Low,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,632,6,6,44,08B,1182041,1848770,2007,04/15/2016 08:55:02 AM,41.74024708,-87.60860173,"(41.740247076, -87.608601727)",No
14501,5572267,HN379925,6/2/07 6:00 AM,006XX W HARRISON ST,820,THEFT,$500 AND UNDER,Low,OTHER,FALSE,FALSE,131,1,2,28,6,1172257,1897564,2007,04/15/2016 08:55:02 AM,41.87436328,-87.64301304,"(41.874363279, -87.643013039)",No
14502,5572268,HN380152,6/1/07 6:45 PM,058XX W MADISON ST,810,THEFT,OVER $500,High,GOVERNMENT BUILDING/PROPERTY,FALSE,FALSE,1513,15,29,25,6,1137247,1899413,2007,04/15/2016 08:55:02 AM,41.88013791,-87.77151096,"(41.880137913, -87.771510963)",Yes
14503,5572269,HN376437,5/31/07 12:40 PM,076XX S WOLCOTT AVE,810,THEFT,OVER $500,High,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,611,6,18,71,6,1165016,1853938,2007,04/15/2016 08:55:02 AM,41.75480533,-87.67083352,"(41.754805333, -87.670833516)",Yes
14504,5572270,HN371294,5/29/07 12:01 AM,065XX S EBERHART AVE,820,THEFT,$500 AND UNDER,Low,STREET,FALSE,FALSE,312,3,20,42,6,1180697,1861858,2007,04/15/2016 08:55:02 AM,41.7761929,-87.61312448,"(41.776192904, -87.613124484)",No
14505,5572271,HN376646,5/31/07 4:22 PM,041XX N MOZART ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,Low,APARTMENT,TRUE,TRUE,1724,17,33,16,08B,1156641,1927339,2007,04/15/2016 08:55:02 AM,41.95639861,-87.69954014,"(41.956398614, -87.699540142)",No
14506,5572273,HN375430,5/31/07 2:49 AM,037XX W DICKENS AVE,560,ASSAULT,SIMPLE,Low,RESIDENCE,TRUE,TRUE,2525,25,26,22,08A,1151171,1913697,2007,04/15/2016 08:55:02 AM,41.91907312,-87.7200082,"(41.919073118, -87.720008196)",No
14507,5572274,HN379966,6/2/07 1:00 AM,014XX W HIGHLAND AVE,820,THEFT,$500 AND UNDER,Low,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2433,24,40,77,6,1165545,1942314,2007,04/15/2016 08:55:02 AM,41.99730514,-87.66637817,"(41.997305144, -87.666378167)",No
14508,5572275,HN376688,5/31/07 1:00 PM,0000X E 78TH ST,820,THEFT,$500 AND UNDER,Low,STREET,FALSE,FALSE,623,6,6,69,6,1177850,1853304,2007,04/15/2016 08:55:02 AM,41.75278474,-87.62381997,"(41.752784739, -87.623819965)",No
14509,5572276,HN376890,5/31/07 6:00 PM,079XX S ASHLAND AVE,860,THEFT,RETAIL THEFT,High,SMALL RETAIL STORE,FALSE,FALSE,612,6,21,71,6,1167053,1852078,2007,04/15/2016 08:55:02 AM,41.74965795,-87.66342156,"(41.749657947, -87.66342156)",Yes
14510,5572277,HN376195,5/29/07 6:00 PM,069XX S CRANDON AVE,810,THEFT,OVER $500,High,VEHICLE NON-COMMERCIAL,FALSE,FALSE,331,3,5,43,6,1192526,1859294,2007,04/15/2016 08:55:02 AM,41.76887707,-87.56984436,"(41.76887707, -87.569844363)",Yes
14511,5572279,HN379998,6/1/07 10:00 PM,026XX W 84TH PL,820,THEFT,$500 AND UNDER,Low,STREET,FALSE,FALSE,835,8,18,70,6,1160214,1848568,2007,04/15/2016 08:55:02 AM,41.74016935,-87.68857902,"(41.740169345, -87.688579019)",No
14512,5572280,HN380130,6/1/07 11:30 PM,028XX N LUNA AVE,2820,BATTERY,TELEPHONE THREAT,Low,STREET,FALSE,FALSE,2514,25,31,19,26,1138883,1918320,2007,04/15/2016 08:55:02 AM,41.93199141,-87.76504373,"(41.931991411, -87.765043732)",No
14513,5572281,HN379261,6/1/07 9:00 PM,033XX W LAWRENCE AVE,320,THEFT,STRONGARM - NO WEAPON,Medium,SIDEWALK,FALSE,FALSE,1713,17,39,14,3,1153430,1931699,2007,04/15/2016 08:55:02 AM,41.96842729,-87.71122829,"(41.968427294, -87.71122829)",No
14514,5572282,HN379248,6/1/07 9:29 PM,070XX S COTTAGE GROVE AVE,820,THEFT,$500 AND UNDER,Low,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,321,3,6,42,6,1182773,1858454,2007,04/15/2016 08:55:02 AM,41.76680404,-87.60561968,"(41.76680404, -87.605619683)",No
14515,5572283,HN377143,5/31/07 8:20 PM,081XX S HARVARD AVE,560,ASSAULT,SIMPLE,Low,STREET,FALSE,FALSE,622,6,21,44,08A,1175368,1851077,2007,04/15/2016 08:55:02 AM,41.74672939,-87.63298187,"(41.746729385, -87.632981872)",No
14516,5572284,HN378080,5/24/07 9:00 AM,063XX S COTTAGE GROVE AVE,870,THEFT,POCKET-PICKING,Low,CTA BUS,FALSE,FALSE,312,3,20,42,6,1182650,1863246,2007,04/15/2016 08:55:02 AM,41.7799566,-87.60592196,"(41.7799566, -87.605921959)",No
14517,5572285,HN378264,6/1/07 1:00 PM,039XX W IRVING PARK RD,820,THEFT,$500 AND UNDER,Low,GAS STATION,FALSE,FALSE,1723,17,39,16,6,1149192,1926286,2007,04/15/2016 08:55:02 AM,41.95365701,-87.72695217,"(41.953657011, -87.726952166)",No
14518,5572286,HN380073,6/1/07 8:45 PM,003XX N CLINTON ST,810,THEFT,OVER $500,High,STREET,FALSE,FALSE,1212,12,42,28,6,1172675,1902213,2007,04/15/2016 08:55:02 AM,41.8871112,-87.64134071,"(41.887111202, -87.641340714)",Yes
14519,5572287,HN371453,5/29/07 1:00 AM,068XX S STONY ISLAND AVE,820,THEFT,$500 AND UNDER,Low,VEHICLE NON-COMMERCIAL,FALSE,FALSE,332,3,5,43,6,1188038,1860051,2007,04/15/2016 08:55:02 AM,41.77106249,-87.58627081,"(41.771062488, -87.586270811)",No
14520,5572288,HN380078,6/1/07 2:00 PM,027XX W THOMAS ST,810,THEFT,OVER $500,High,STREET,FALSE,FALSE,1311,12,1,24,6,1158023,1907206,2007,04/15/2016 08:55:02 AM,41.90112406,-87.69501055,"(41.901124059, -87.695010554)",Yes
14521,5572289,HN378576,6/1/07 12:00 PM,070XX S RHODES AVE,890,THEFT,FROM BUILDING,Medium,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,322,3,6,69,6,1181124,1858439,2007,04/15/2016 08:55:02 AM,41.766801,-87.61166432,"(41.766801004, -87.611664319)",No
14522,5572290,HN380120,5/26/07 1:00 PM,010XX N ASHLAND AVE,820,THEFT,$500 AND UNDER,Low,CLEANING STORE,FALSE,FALSE,1322,12,1,24,6,1165541,1906901,2007,04/15/2016 08:55:02 AM,41.9001303,-87.66740504,"(41.900130296, -87.667405039)",No
14523,5572291,HN377418,5/31/07 7:00 PM,014XX W 79TH ST,630,BURGLARY,ATTEMPT FORCIBLE ENTRY,Low,RESIDENCE,FALSE,FALSE,612,6,21,71,5,1167865,1852354,2007,04/15/2016 08:55:02 AM,41.75039794,-87.66043814,"(41.750397942, -87.660438139)",No
14524,5572292,HN380181,6/2/07 10:35 AM,017XX W WALLEN AVE,2825,BATTERY,HARASSMENT BY TELEPHONE,Low,RESIDENCE,FALSE,FALSE,2432,24,40,1,26,1163547,1944222,2007,04/15/2016 08:55:02 AM,42.00258321,-87.67367394,"(42.002583214, -87.67367394)",No
14525,5572293,HN377452,6/1/07 1:25 AM,056XX N JERSEY AVE,820,THEFT,$500 AND UNDER,Low,APARTMENT,FALSE,FALSE,1711,17,40,13,6,1154005,1937198,2007,04/15/2016 08:55:02 AM,41.98350539,-87.70896666,"(41.983505385, -87.708966661)",No
14526,5572295,HN377523,6/1/07 2:52 AM,079XX S LANGLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,High,APARTMENT,TRUE,FALSE,624,6,6,44,14,1182270,1852586,2007,04/15/2016 08:55:02 AM,41.7507133,-87.6076448,"(41.750713304, -87.607644795)",Yes
14527,5572298,HN380118,6/1/07 9:00 PM,044XX W FULLERTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,High,RESIDENCE,FALSE,FALSE,2522,25,31,20,14,1146232,1915586,2007,04/15/2016 08:55:02 AM,41.92435221,-87.73810665,"(41.924352213, -87.738106646)",Yes
14528,5572301,HN379418,6/1/07 5:00 AM,049XX N ALBANY AVE,2825,BATTERY,HARASSMENT BY TELEPHONE,Low,RESIDENCE,FALSE,FALSE,1713,17,33,14,26,1154815,1932710,2007,04/15/2016 08:55:02 AM,41.97117383,-87.70610848,"(41.971173827, -87.706108476)",No
14529,5572302,HN377875,6/1/07 4:00 AM,076XX S VINCENNES AVE,810,THEFT,OVER $500,High,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,623,6,17,69,6,1175379,1854103,2007,04/15/2016 08:55:02 AM,41.75503285,-87.63285129,"(41.755032853, -87.632851293)",Yes
14530,5572305,HN379816,6/2/07 3:40 AM,008XX N ST LOUIS AVE,320,THEFT,STRONGARM - NO WEAPON,Medium,SIDEWALK,FALSE,FALSE,1121,11,27,23,3,1152895,1905347,2007,04/15/2016 08:55:02 AM,41.89612594,-87.71389553,"(41.896125943, -87.71389553)",No
14531,5572306,HN379171,6/1/07 5:00 PM,044XX N HAMLIN AVE,2820,BATTERY,TELEPHONE THREAT,Low,RESIDENCE,FALSE,FALSE,1723,17,39,14,26,1150260,1929210,2007,04/15/2016 08:55:02 AM,41.96165988,-87.7229495,"(41.961659876, -87.722949498)",No
14532,5572309,HN379652,6/2/07 1:00 AM,020XX W 63RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,High,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,726,7,15,67,14,1163671,1862852,2007,04/15/2016 08:55:02 AM,41.7792949,-87.67551273,"(41.779294903, -87.675512732)",Yes
14533,5572311,HN380086,6/2/07 9:30 AM,010XX N TRUMBULL AVE,820,THEFT,$500 AND UNDER,Low,STREET,FALSE,TRUE,1121,11,27,23,6,1153184,1906695,2007,04/15/2016 08:55:02 AM,41.89981925,-87.71279828,"(41.899819253, -87.712798276)",No
14534,5572313,HN378915,6/1/07 6:15 PM,022XX N MILWAUKEE AVE,860,THEFT,RETAIL THEFT,High,SMALL RETAIL STORE,FALSE,FALSE,1431,14,1,22,6,1157853,1914712,2007,04/15/2016 08:55:02 AM,41.9217246,-87.69542993,"(41.921724596, -87.695429932)",Yes
14535,5572314,HN379001,6/1/07 6:50 PM,035XX N HAMLIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,High,APARTMENT,TRUE,FALSE,1732,17,30,21,14,1150435,1923122,2007,04/15/2016 08:55:02 AM,41.94495053,-87.72246564,"(41.944950529, -87.722465638)",Yes
14536,5572316,HN377501,6/1/07 2:37 AM,043XX W MADISON ST,312,THEFT,ARMED:KNIFE/CUTTING INSTRUMENT,High,SIDEWALK,FALSE,FALSE,1115,11,28,26,3,1147532,1899662,2007,04/15/2016 08:55:02 AM,41.88063023,-87.73373882,"(41.880630232, -87.73373882)",Yes
14537,5572320,HN377990,5/31/07 2:50 PM,079XX S HONORE ST,560,ASSAULT,SIMPLE,Low,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,611,6,18,71,08A,1165400,1852024,2007,04/15/2016 08:55:02 AM,41.74954492,-87.66948038,"(41.749544921, -87.669480384)",No
14538,5572321,HN374079,5/30/07 12:45 PM,016XX W WABANSIA AVE,620,BURGLARY,UNLAWFUL ENTRY,Low,RESIDENCE,TRUE,FALSE,1433,14,1,24,5,1165260,1911386,2007,04/15/2016 08:55:02 AM,41.91244342,-87.66830944,"(41.912443422, -87.668309443)",No
14539,5572322,HN379756,6/2/07 2:40 AM,007XX S ALBANY AVE,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,High,STREET,TRUE,FALSE,1134,11,28,27,04B,1155808,1896786,2007,04/15/2016 08:55:02 AM,41.87257551,-87.70342742,"(41.872575513, -87.703427415)",Yes
14540,5572323,HN380207,4/12/07 10:00 AM,068XX S PERRY AVE,820,THEFT,$500 AND UNDER,Low,STREET,FALSE,FALSE,722,7,6,69,6,1176575,1859730,2007,04/15/2016 08:55:02 AM,41.77044718,-87.62829929,"(41.770447177, -87.628299291)",No
14541,5572324,HN379667,6/1/07 12:30 AM,072XX S HARVARD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,High,ALLEY,FALSE,TRUE,731,7,17,69,14,1175210,1856973,2007,04/15/2016 08:55:02 AM,41.76291225,-87.63338505,"(41.762912248, -87.633385051)",Yes
14542,5572325,HN378497,6/1/07 2:50 PM,085XX S COTTAGE GROVE AVE,860,THEFT,RETAIL THEFT,High,DEPARTMENT STORE,TRUE,FALSE,632,6,6,44,6,1183056,1848421,2007,04/15/2016 08:55:02 AM,41.73926587,-87.60489375,"(41.739265865, -87.604893749)",Yes
14543,5572326,HN378581,6/1/07 2:00 PM,085XX S INGLESIDE AVE,460,BATTERY,SIMPLE,Low,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,632,6,8,44,08B,1184042,1848660,2007,04/15/2016 08:55:02 AM,41.73989875,-87.60127381,"(41.739898748, -87.601273808)",No
14544,5572327,HN377001,5/31/07 7:11 PM,039XX W CONGRESS PKWY,454,BATTERY,AGG PO HANDS NO/MIN INJURY,Low,APARTMENT,TRUE,FALSE,1132,11,24,26,08B,1150149,1897400,2007,04/15/2016 08:55:02 AM,41.87437248,-87.7241883,"(41.874372478, -87.724188297)",No
14545,5572329,HN378798,6/1/07 5:15 PM,079XX S COTTAGE GROVE AVE,560,ASSAULT,SIMPLE,Low,SIDEWALK,TRUE,FALSE,624,6,6,44,08A,1182931,1852601,2007,04/15/2016 08:55:02 AM,41.75073914,-87.60522214,"(41.750739142, -87.605222136)",No
14546,5572330,HN379778,6/2/07 2:54 AM,073XX S STEWART AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,Low,APARTMENT,FALSE,TRUE,732,7,17,68,08B,1174898,1856180,2007,04/15/2016 08:55:02 AM,41.76074312,-87.63455219,"(41.760743124, -87.63455219)",No
14547,5572331,HN380223,6/2/07 3:30 AM,068XX S ROCKWELL ST,810,THEFT,OVER $500,High,STREET,FALSE,FALSE,831,8,15,66,6,1160217,1859301,2007,04/15/2016 08:55:02 AM,41.76962226,-87.68827318,"(41.769622263, -87.688273178)",Yes
14548,5572335,HN377642,5/30/07 9:00 PM,043XX S ST LOUIS AVE,2825,BATTERY,HARASSMENT BY TELEPHONE,Low,RESIDENCE,FALSE,FALSE,821,8,14,58,26,1153794,1875603,2007,04/15/2016 08:55:02 AM,41.81448711,-87.71138496,"(41.814487112, -87.711384959)",No
14549,5572336,HN379107,6/1/07 3:00 PM,080XX S HALSTED ST,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,High,SIDEWALK,FALSE,FALSE,621,6,21,71,04B,1172363,1851648,2007,04/15/2016 08:55:02 AM,41.74836287,-87.64397615,"(41.748362873, -87.64397615)",Yes
14550,5572337,HN379802,6/2/07 3:10 AM,014XX W 64TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,High,STREET,FALSE,TRUE,725,7,17,67,14,1167965,1862310,2007,04/15/2016 08:55:02 AM,41.77771637,-87.65978602,"(41.777716369, -87.659786015)",Yes
14551,5572339,HN378183,6/1/07 8:00 AM,016XX N WOOD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,High,RESIDENCE-GARAGE,FALSE,FALSE,1433,14,32,24,14,1164096,1910972,2007,04/15/2016 08:55:02 AM,41.91133207,-87.67259738,"(41.911332065, -87.672597376)",Yes
14552,5572341,HN376773,5/31/07 5:28 PM,031XX W ARTHINGTON ST,820,THEFT,$500 AND UNDER,Low,APARTMENT,FALSE,FALSE,1134,11,24,27,6,1155562,1895868,2007,04/15/2016 08:55:02 AM,41.87006138,-87.70435529,"(41.870061375, -87.704355292)",No
14553,5572342,HN379166,5/30/07 5:00 PM,085XX S LAFAYETTE AVE,890,THEFT,FROM BUILDING,Medium,ABANDONED BUILDING,FALSE,FALSE,622,6,21,44,6,1177422,1848381,2007,04/15/2016 08:55:02 AM,41.73928511,-87.6255368,"(41.73928511, -87.625536799)",No
14554,5572346,HM541866,8/18/06 3:33 PM,039XX W 18TH ST,2027,NARCOTICS,POSS: CRACK,High,STREET,TRUE,FALSE,1014,10,24,29,18,1150253,1891091,2006,04/15/2016 08:55:02 AM,41.85705782,-87.72397088,"(41.857057817, -87.723970875)",Yes
14555,5572347,HN379308,6/1/07 9:30 PM,075XX S COTTAGE GROVE AVE,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,High,GAS STATION,FALSE,FALSE,624,6,6,69,04A,1182871,1855089,2007,04/15/2016 08:55:02 AM,41.75756787,-87.60536486,"(41.757567866, -87.605364858)",Yes
14556,5572348,HN379375,6/1/07 9:25 PM,012XX N WELLS ST,820,THEFT,$500 AND UNDER,Low,STREET,FALSE,FALSE,1821,18,43,8,6,1174490,1908429,2007,04/15/2016 08:55:02 AM,41.90412788,-87.63448965,"(41.904127884, -87.634489654)",No
